Time, PoorSignal, Attention, Meditation
16:42:38, 0, 78, 54
16:42:39, 0, 78, 51
16:42:41, 0, 64, 64
16:42:42, 0, 50, 61
16:42:44, 0, 23, 61
16:42:45, 0, 14, 53
16:42:47, 0, 8, 63
16:42:48, 0, 21, 61
16:42:50, 0, 30, 63
16:42:51, 0, 38, 74
16:42:53, 0, 44, 67
16:42:54, 0, 47, 81
16:42:56, 0, 57, 88
16:42:57, 0, 48, 83
16:42:59, 0, 51, 74
16:43:00, 0, 60, 54
16:43:02, 0, 43, 47
16:43:03, 0, 60, 51
16:43:05, 0, 57, 50
16:43:06, 0, 61, 60
16:43:08, 0, 61, 77
16:43:09, 0, 53, 81
16:43:11, 0, 50, 88
16:43:12, 0, 41, 70
16:43:14, 0, 41, 60
16:43:15, 0, 38, 64
16:43:17, 0, 44, 53
16:43:18, 0, 40, 69
16:43:20, 0, 44, 70
16:43:21, 0, 53, 50
16:43:23, 0, 60, 61
16:43:24, 0, 66, 48
16:43:26, 0, 69, 37
16:43:27, 0, 56, 37
16:43:29, 0, 50, 40
16:43:30, 0, 50, 51
16:43:32, 0, 37, 56
16:43:33, 0, 38, 64
16:43:35, 0, 29, 56
16:43:36, 0, 26, 53
16:43:38, 0, 37, 67
16:43:39, 0, 54, 57
16:43:41, 0, 61, 64
16:43:42, 0, 80, 60
16:43:44, 0, 78, 53
16:43:45, 0, 75, 64
16:43:47, 0, 69, 60
16:43:48, 0, 51, 64
16:43:50, 0, 53, 67
16:43:51, 0, 50, 63
16:43:53, 0, 40, 54
16:43:54, 0, 29, 47
16:43:56, 0, 43, 34
16:43:57, 0, 41, 34
16:43:59, 0, 44, 43
16:44:00, 0, 47, 50
16:44:02, 0, 30, 64
16:44:03, 0, 34, 75
